episode:1,Updates:1/250,Timesteps:400/50000,FPS:221.0,avg_sp:-11.732758620689655,value_loss:1.066950249671936,policy_loss:0.022736314311623575,dist_entropy:1.3861432154973348,actor_grad_norm:1.97524893283844,critic_grad_norm:14.072174072265625,ratio:1.0008704662322998,average_step_rewards:-7.505000114440918
episode:177,Updates:177/250,Timesteps:35600/50000,FPS:137.0,avg_sp:-1.43,value_loss:0.020422125731905303,policy_loss:-0.0067764657316729425,dist_entropy:0.2635999242464701,actor_grad_norm:1.7061636447906494,critic_grad_norm:0.25887835025787354,ratio:0.9901342988014221,average_step_rewards:-0.5699999928474426
episode:178,Updates:178/250,Timesteps:35800/50000,FPS:137.0,avg_sp:-1.36,value_loss:0.014196722333629926,policy_loss:-0.06499556799729665,dist_entropy:0.2750368555386861,actor_grad_norm:1.2397016286849976,critic_grad_norm:0.11246375739574432,ratio:0.9970519542694092,average_step_rewards:-0.5450000166893005
episode:179,Updates:179/250,Timesteps:36000/50000,FPS:137.0,avg_sp:-1.24,value_loss:0.011592359033723671,policy_loss:-0.028521962215503058,dist_entropy:0.26860939860343935,actor_grad_norm:1.1237107515335083,critic_grad_norm:0.18662840127944946,ratio:0.9934783577919006,average_step_rewards:-0.4699999988079071
episode:180,Updates:180/250,Timesteps:36200/50000,FPS:137.0,avg_sp:-1.3,value_loss:0.01552710278580586,policy_loss:-0.0407130055129528,dist_entropy:0.2602459987004598,actor_grad_norm:1.0793942213058472,critic_grad_norm:0.12599964439868927,ratio:0.9932126998901367,average_step_rewards:-0.5525000095367432
episode:181,Updates:181/250,Timesteps:36400/50000,FPS:137.0,avg_sp:-1.74,value_loss:0.014660058605174223,policy_loss:-0.0416648139556249,dist_entropy:0.26439035336176553,actor_grad_norm:1.463273286819458,critic_grad_norm:0.2942259609699249,ratio:0.9931631088256836,average_step_rewards:-0.7674999833106995
episode:182,Updates:182/250,Timesteps:36600/50000,FPS:137.0,avg_sp:-1.42,value_loss:0.07809627304474513,policy_loss:-0.015578881589074929,dist_entropy:0.2447979559501012,actor_grad_norm:1.1515945196151733,critic_grad_norm:0.29296258091926575,ratio:0.9867576360702515,average_step_rewards:-0.5899999737739563
episode:183,Updates:183/250,Timesteps:36800/50000,FPS:137.0,avg_sp:-1.23,value_loss:0.018497670193513234,policy_loss:-0.04514915396769841,dist_entropy:0.2619954248269399,actor_grad_norm:1.3663734197616577,critic_grad_norm:0.17066539824008942,ratio:0.9956508874893188,average_step_rewards:-0.48249998688697815
episode:184,Updates:184/250,Timesteps:37000/50000,FPS:137.0,avg_sp:-1.39,value_loss:0.01324920126547416,policy_loss:-0.04367397079865138,dist_entropy:0.22716930309931438,actor_grad_norm:1.4071980714797974,critic_grad_norm:0.24721424281597137,ratio:0.9940250515937805,average_step_rewards:-0.6100000143051147
episode:185,Updates:185/250,Timesteps:37200/50000,FPS:137.0,avg_sp:-1.6,value_loss:0.0184201143682003,policy_loss:-0.0365562637646993,dist_entropy:0.22059073050816855,actor_grad_norm:1.718513011932373,critic_grad_norm:0.14541301131248474,ratio:0.993437647819519,average_step_rewards:-0.6825000047683716
episode:186,Updates:186/250,Timesteps:37400/50000,FPS:137.0,avg_sp:-1.29,value_loss:0.01769293857117494,policy_loss:-0.05320182219147682,dist_entropy:0.2223989208539327,actor_grad_norm:1.445860743522644,critic_grad_norm:0.08218861371278763,ratio:0.9959463477134705,average_step_rewards:-0.5525000095367432
episode:187,Updates:187/250,Timesteps:37600/50000,FPS:137.0,avg_sp:-1.42,value_loss:0.013332782561580341,policy_loss:-0.046732886632283525,dist_entropy:0.21654661993185678,actor_grad_norm:1.3755114078521729,critic_grad_norm:0.3450227677822113,ratio:0.9947941303253174,average_step_rewards:-0.5799999833106995
episode:188,Updates:188/250,Timesteps:37800/50000,FPS:137.0,avg_sp:-1.25,value_loss:0.018310421581069627,policy_loss:-0.04233718713124593,dist_entropy:0.20852560102939605,actor_grad_norm:1.5552771091461182,critic_grad_norm:0.35697951912879944,ratio:0.9867627620697021,average_step_rewards:-0.5274999737739563
episode:189,Updates:189/250,Timesteps:38000/50000,FPS:137.0,avg_sp:-1.54,value_loss:0.01301368127266566,policy_loss:-0.04276915490627289,dist_entropy:0.19908814231554667,actor_grad_norm:1.1152973175048828,critic_grad_norm:0.19073782861232758,ratio:0.9959287643432617,average_step_rewards:-0.6449999809265137
episode:190,Updates:190/250,Timesteps:38200/50000,FPS:137.0,avg_sp:-1.44,value_loss:0.011940883907179038,policy_loss:-0.029499809568126995,dist_entropy:0.20122408072153727,actor_grad_norm:1.2829151153564453,critic_grad_norm:0.1046072393655777,ratio:0.9946239590644836,average_step_rewards:-0.6050000190734863
episode:191,Updates:191/250,Timesteps:38400/50000,FPS:137.0,avg_sp:-1.3,value_loss:0.017204484591881435,policy_loss:-0.06468199516336123,dist_entropy:0.19774341881275176,actor_grad_norm:1.7030524015426636,critic_grad_norm:0.2532295286655426,ratio:0.989357054233551,average_step_rewards:-0.5350000262260437
episode:192,Updates:192/250,Timesteps:38600/50000,FPS:137.0,avg_sp:-1.39,value_loss:0.01198278795927763,policy_loss:-0.06431474238634109,dist_entropy:0.21865853567918142,actor_grad_norm:1.2247226238250732,critic_grad_norm:0.5064598321914673,ratio:0.9929331541061401,average_step_rewards:-0.6899999976158142
episode:193,Updates:193/250,Timesteps:38800/50000,FPS:137.0,avg_sp:-1.49,value_loss:0.21728713413079578,policy_loss:0.021412795782089232,dist_entropy:0.18748334248860676,actor_grad_norm:1.3833177089691162,critic_grad_norm:1.4553152322769165,ratio:0.9954270124435425,average_step_rewards:-0.6675000190734863
episode:194,Updates:194/250,Timesteps:39000/50000,FPS:137.0,avg_sp:-1.62,value_loss:0.023551414534449578,policy_loss:-0.038903624191880225,dist_entropy:0.19894515971342722,actor_grad_norm:1.4513543844223022,critic_grad_norm:0.4671691358089447,ratio:0.994063675403595,average_step_rewards:-0.6474999785423279
episode:195,Updates:195/250,Timesteps:39200/50000,FPS:137.0,avg_sp:-1.37,value_loss:0.019394309322039286,policy_loss:-0.05074580783645312,dist_entropy:0.1967478056748708,actor_grad_norm:1.1207125186920166,critic_grad_norm:0.1970369517803192,ratio:0.9974626898765564,average_step_rewards:-0.5375000238418579
episode:196,Updates:196/250,Timesteps:39400/50000,FPS:137.0,avg_sp:-1.25,value_loss:0.013167967026432355,policy_loss:-0.03404046917955081,dist_entropy:0.1759874552488327,actor_grad_norm:1.4252384901046753,critic_grad_norm:0.3410366475582123,ratio:0.9916008114814758,average_step_rewards:-0.4650000035762787
episode:197,Updates:197/250,Timesteps:39600/50000,FPS:137.0,avg_sp:-1.53,value_loss:0.012079316253463427,policy_loss:-0.06400976876417795,dist_entropy:0.1937700778245926,actor_grad_norm:1.3523222208023071,critic_grad_norm:0.30425822734832764,ratio:0.9853900671005249,average_step_rewards:-0.6575000286102295
episode:198,Updates:198/250,Timesteps:39800/50000,FPS:137.0,avg_sp:-1.79,value_loss:0.025830147415399553,policy_loss:-0.027275160203377405,dist_entropy:0.19655812084674834,actor_grad_norm:1.8894283771514893,critic_grad_norm:0.19942501187324524,ratio:0.9867268204689026,average_step_rewards:-0.8475000262260437
episode:199,Updates:199/250,Timesteps:40000/50000,FPS:137.0,avg_sp:-1.24,value_loss:0.1705933004617691,policy_loss:0.012305174954235554,dist_entropy:0.17346207797527313,actor_grad_norm:0.9740493297576904,critic_grad_norm:1.107351541519165,ratio:0.9866483807563782,average_step_rewards:-0.5299999713897705
episode:200,Updates:200/250,Timesteps:40200/50000,FPS:137.0,avg_sp:-1.32,value_loss:0.016301145156224568,policy_loss:-0.04924713099996249,dist_entropy:0.19361388981342315,actor_grad_norm:1.6101784706115723,critic_grad_norm:0.5575736165046692,ratio:0.9884927868843079,average_step_rewards:-0.49000000953674316
episode:201,Updates:201/250,Timesteps:40400/50000,FPS:137.0,avg_sp:-1.53,value_loss:0.009710352371136348,policy_loss:-0.0049798957654275,dist_entropy:0.17168401877085368,actor_grad_norm:1.1211988925933838,critic_grad_norm:0.14215710759162903,ratio:0.9957325458526611,average_step_rewards:-0.6050000190734863
episode:202,Updates:202/250,Timesteps:40600/50000,FPS:137.0,avg_sp:-1.57,value_loss:0.016579046845436096,policy_loss:-0.05199406718214353,dist_entropy:0.17872402767340342,actor_grad_norm:1.5843724012374878,critic_grad_norm:0.31982946395874023,ratio:0.9893507361412048,average_step_rewards:-0.6675000190734863
episode:203,Updates:203/250,Timesteps:40800/50000,FPS:137.0,avg_sp:-1.5,value_loss:0.014816192165017127,policy_loss:-0.036358119050661726,dist_entropy:0.17515379587809246,actor_grad_norm:1.67140793800354,critic_grad_norm:0.1851469874382019,ratio:1.0008394718170166,average_step_rewards:-0.7074999809265137
episode:204,Updates:204/250,Timesteps:41000/50000,FPS:137.0,avg_sp:-1.31,value_loss:0.15678455730279287,policy_loss:0.016176394435266653,dist_entropy:0.15382909874121348,actor_grad_norm:0.7644886374473572,critic_grad_norm:0.9810486435890198,ratio:0.9984765648841858,average_step_rewards:-0.5224999785423279
episode:205,Updates:205/250,Timesteps:41200/50000,FPS:137.0,avg_sp:-1.2,value_loss:0.01559816747903824,policy_loss:-0.04024908219774564,dist_entropy:0.15748469630877177,actor_grad_norm:1.4960503578186035,critic_grad_norm:0.39827537536621094,ratio:0.9863535165786743,average_step_rewards:-0.4699999988079071
episode:206,Updates:206/250,Timesteps:41400/50000,FPS:137.0,avg_sp:-1.44,value_loss:0.011205584928393363,policy_loss:-0.06478833903868993,dist_entropy:0.1681218296289444,actor_grad_norm:1.2775577306747437,critic_grad_norm:0.16339580714702606,ratio:0.9959701299667358,average_step_rewards:-0.5224999785423279
episode:207,Updates:207/250,Timesteps:41600/50000,FPS:137.0,avg_sp:-1.31,value_loss:0.0634344125787417,policy_loss:-0.04954052120447159,dist_entropy:0.17268388171990712,actor_grad_norm:1.0017482042312622,critic_grad_norm:0.18826629221439362,ratio:0.9925158023834229,average_step_rewards:-0.5024999976158142
episode:208,Updates:208/250,Timesteps:41800/50000,FPS:137.0,avg_sp:-1.51,value_loss:0.011370338499546051,policy_loss:-0.038489655529459314,dist_entropy:0.16303646564483643,actor_grad_norm:1.11317777633667,critic_grad_norm:0.1402290314435959,ratio:0.9944425225257874,average_step_rewards:-0.6075000166893005
episode:209,Updates:209/250,Timesteps:42000/50000,FPS:137.0,avg_sp:-1.57,value_loss:0.01135999442388614,policy_loss:-0.06922849466403326,dist_entropy:0.1674747496843338,actor_grad_norm:1.0036628246307373,critic_grad_norm:0.18422652781009674,ratio:0.994888424873352,average_step_rewards:-0.574999988079071
episode:210,Updates:210/250,Timesteps:42200/50000,FPS:137.0,avg_sp:-1.04,value_loss:0.011575197738905748,policy_loss:-0.030586798613270124,dist_entropy:0.1661219984292984,actor_grad_norm:1.0936176776885986,critic_grad_norm:0.13166137039661407,ratio:0.9947769641876221,average_step_rewards:-0.3700000047683716
episode:211,Updates:211/250,Timesteps:42400/50000,FPS:137.0,avg_sp:-1.04,value_loss:0.00797507551809152,policy_loss:-0.05019728963573774,dist_entropy:0.16466038624445598,actor_grad_norm:1.1397337913513184,critic_grad_norm:0.10223764926195145,ratio:0.9988212585449219,average_step_rewards:-0.42500001192092896
episode:212,Updates:212/250,Timesteps:42600/50000,FPS:137.0,avg_sp:-1.51,value_loss:0.011310114152729511,policy_loss:0.013438959357639153,dist_entropy:0.16759304304917652,actor_grad_norm:1.278196930885315,critic_grad_norm:0.19282712042331696,ratio:0.9977670907974243,average_step_rewards:-0.7124999761581421
episode:213,Updates:213/250,Timesteps:42800/50000,FPS:137.0,avg_sp:-0.91,value_loss:0.22140452166398367,policy_loss:0.0123737300435702,dist_entropy:0.14462993840376537,actor_grad_norm:0.9208143949508667,critic_grad_norm:1.2142384052276611,ratio:1.0001490116119385,average_step_rewards:-0.32749998569488525
episode:214,Updates:214/250,Timesteps:43000/50000,FPS:137.0,avg_sp:-1.39,value_loss:0.007633837033063173,policy_loss:-0.04212272241711616,dist_entropy:0.12300034314393997,actor_grad_norm:0.6246387958526611,critic_grad_norm:0.7404053807258606,ratio:0.9988692998886108,average_step_rewards:-0.5975000262260437
episode:215,Updates:215/250,Timesteps:43200/50000,FPS:137.0,avg_sp:-1.41,value_loss:0.014931240926186244,policy_loss:-0.016129036930700145,dist_entropy:0.13341896931330363,actor_grad_norm:1.0119891166687012,critic_grad_norm:0.744723379611969,ratio:0.9891244173049927,average_step_rewards:-0.5950000286102295
episode:216,Updates:216/250,Timesteps:43400/50000,FPS:137.0,avg_sp:-1.5,value_loss:0.0077730589856704075,policy_loss:-0.03720312938094139,dist_entropy:0.17133371531963348,actor_grad_norm:1.0571542978286743,critic_grad_norm:0.28247496485710144,ratio:1.0009791851043701,average_step_rewards:-0.6050000190734863
episode:217,Updates:217/250,Timesteps:43600/50000,FPS:137.0,avg_sp:-1.18,value_loss:0.04514729380607605,policy_loss:-0.0455679436524709,dist_entropy:0.167330131928126,actor_grad_norm:1.0569958686828613,critic_grad_norm:0.2613847255706787,ratio:0.9973181486129761,average_step_rewards:-0.4650000035762787
episode:218,Updates:218/250,Timesteps:43800/50000,FPS:137.0,avg_sp:-1.62,value_loss:0.014035433096190294,policy_loss:-0.03501362887521585,dist_entropy:0.13998146156469982,actor_grad_norm:1.711037278175354,critic_grad_norm:0.18088552355766296,ratio:0.9949740171432495,average_step_rewards:-0.6000000238418579
episode:219,Updates:219/250,Timesteps:44000/50000,FPS:137.0,avg_sp:-1.03,value_loss:0.015149779928227266,policy_loss:-0.026795272901654243,dist_entropy:0.14856456418832142,actor_grad_norm:1.5930067300796509,critic_grad_norm:0.14047415554523468,ratio:0.9983373284339905,average_step_rewards:-0.42500001192092896
episode:220,Updates:220/250,Timesteps:44200/50000,FPS:137.0,avg_sp:-1.26,value_loss:0.0077879621957739195,policy_loss:-0.024784167980154356,dist_entropy:0.13689604500929514,actor_grad_norm:0.6409540772438049,critic_grad_norm:0.09325811266899109,ratio:0.9969872832298279,average_step_rewards:-0.47999998927116394
episode:221,Updates:221/250,Timesteps:44400/50000,FPS:137.0,avg_sp:-1.9,value_loss:0.00876419252405564,policy_loss:-0.04974508509039879,dist_entropy:0.12613464097181956,actor_grad_norm:0.6245633959770203,critic_grad_norm:0.06293553858995438,ratio:0.9962484836578369,average_step_rewards:-0.824999988079071
episode:222,Updates:222/250,Timesteps:44600/50000,FPS:137.0,avg_sp:-1.05,value_loss:0.02935732218126456,policy_loss:-0.0489142323533694,dist_entropy:0.15519158641497294,actor_grad_norm:1.365365982055664,critic_grad_norm:0.4410427212715149,ratio:0.9931676983833313,average_step_rewards:-0.38749998807907104
episode:223,Updates:223/250,Timesteps:44800/50000,FPS:137.0,avg_sp:-1.3,value_loss:0.009816210592786472,policy_loss:-0.04238140905896823,dist_entropy:0.12550415446360905,actor_grad_norm:1.1355501413345337,critic_grad_norm:0.45136186480522156,ratio:0.9954127669334412,average_step_rewards:-0.5
episode:224,Updates:224/250,Timesteps:45000/50000,FPS:137.0,avg_sp:-1.48,value_loss:0.010132260558505853,policy_loss:-0.018709774191180865,dist_entropy:0.13602105379104615,actor_grad_norm:0.9632157683372498,critic_grad_norm:0.2633080780506134,ratio:0.9990097880363464,average_step_rewards:-0.49000000953674316
episode:225,Updates:225/250,Timesteps:45200/50000,FPS:137.0,avg_sp:-1.5,value_loss:0.0656175841887792,policy_loss:-0.04812979102134705,dist_entropy:0.13164965609709423,actor_grad_norm:1.0122987031936646,critic_grad_norm:0.3157990574836731,ratio:0.9991227388381958,average_step_rewards:-0.5849999785423279
episode:226,Updates:226/250,Timesteps:45400/50000,FPS:137.0,avg_sp:-1.32,value_loss:0.011214524569610754,policy_loss:-0.09211953828732172,dist_entropy:0.13613132238388062,actor_grad_norm:0.7881627678871155,critic_grad_norm:0.15832582116127014,ratio:0.998742938041687,average_step_rewards:-0.5149999856948853
episode:227,Updates:227/250,Timesteps:45600/50000,FPS:137.0,avg_sp:-1.09,value_loss:0.013300529432793457,policy_loss:-0.08371902306874593,dist_entropy:0.12042861630519232,actor_grad_norm:1.6121717691421509,critic_grad_norm:0.06568636000156403,ratio:0.9970418214797974,average_step_rewards:-0.4449999928474426
episode:228,Updates:228/250,Timesteps:45800/50000,FPS:137.0,avg_sp:-1.09,value_loss:0.008840837391714255,policy_loss:-0.011613582726567984,dist_entropy:0.13922534485658009,actor_grad_norm:0.9541847705841064,critic_grad_norm:0.18335819244384766,ratio:0.992077648639679,average_step_rewards:-0.4050000011920929
episode:229,Updates:229/250,Timesteps:46000/50000,FPS:136.0,avg_sp:-1.48,value_loss:0.00781490554412206,policy_loss:-0.05169166550040245,dist_entropy:0.12382102559010187,actor_grad_norm:0.6761101484298706,critic_grad_norm:0.1442616879940033,ratio:1.0015387535095215,average_step_rewards:-0.5874999761581421
episode:230,Updates:230/250,Timesteps:46200/50000,FPS:136.0,avg_sp:-1.02,value_loss:0.014959726855158806,policy_loss:-0.07893444846073787,dist_entropy:0.12021927386522294,actor_grad_norm:0.8138037323951721,critic_grad_norm:0.13101078569889069,ratio:0.9964334964752197,average_step_rewards:-0.38749998807907104
episode:231,Updates:231/250,Timesteps:46400/50000,FPS:136.0,avg_sp:-1.27,value_loss:0.011436522752046586,policy_loss:-0.07116838991641998,dist_entropy:0.11602061043183008,actor_grad_norm:1.0683815479278564,critic_grad_norm:0.29746073484420776,ratio:0.9989805221557617,average_step_rewards:-0.5
episode:232,Updates:232/250,Timesteps:46600/50000,FPS:136.0,avg_sp:-1.08,value_loss:0.012412179882327715,policy_loss:-0.048430819809436795,dist_entropy:0.12360970675945282,actor_grad_norm:1.4508965015411377,critic_grad_norm:0.1680941879749298,ratio:0.9938294887542725,average_step_rewards:-0.42250001430511475
episode:233,Updates:233/250,Timesteps:46800/50000,FPS:136.0,avg_sp:-1.23,value_loss:0.0096629132827123,policy_loss:-0.04757120460271835,dist_entropy:0.12484484016895295,actor_grad_norm:1.3090976476669312,critic_grad_norm:0.09126811474561691,ratio:0.9952040314674377,average_step_rewards:-0.48249998688697815
episode:234,Updates:234/250,Timesteps:47000/50000,FPS:136.0,avg_sp:-1.32,value_loss:0.01968961829940478,policy_loss:-0.0433108610411485,dist_entropy:0.11278609583775202,actor_grad_norm:1.0477217435836792,critic_grad_norm:0.06780299544334412,ratio:0.9919952750205994,average_step_rewards:-0.5174999833106995
episode:235,Updates:235/250,Timesteps:47200/50000,FPS:136.0,avg_sp:-1.17,value_loss:0.01054049910356601,policy_loss:-0.04637808973590533,dist_entropy:0.12576816181341807,actor_grad_norm:1.249714732170105,critic_grad_norm:0.08596660196781158,ratio:0.9977563619613647,average_step_rewards:-0.4675000011920929
episode:236,Updates:236/250,Timesteps:47400/50000,FPS:136.0,avg_sp:-1.31,value_loss:0.01180849683781465,policy_loss:-0.05487456321716309,dist_entropy:0.12287783672412236,actor_grad_norm:1.259832739830017,critic_grad_norm:0.1581970751285553,ratio:0.9949312210083008,average_step_rewards:-0.5799999833106995
episode:237,Updates:237/250,Timesteps:47600/50000,FPS:136.0,avg_sp:-1.59,value_loss:0.013232682024439175,policy_loss:-0.021436288642386597,dist_entropy:0.11595205217599869,actor_grad_norm:1.149454116821289,critic_grad_norm:0.22604241967201233,ratio:0.9936814904212952,average_step_rewards:-0.6075000166893005
episode:238,Updates:238/250,Timesteps:47800/50000,FPS:136.0,avg_sp:-1.23,value_loss:0.014024035384257635,policy_loss:-0.08308767676353454,dist_entropy:0.1413431127866109,actor_grad_norm:1.4847464561462402,critic_grad_norm:0.23788902163505554,ratio:0.9991261959075928,average_step_rewards:-0.4724999964237213
episode:239,Updates:239/250,Timesteps:48000/50000,FPS:136.0,avg_sp:-1.18,value_loss:0.01602834401031335,policy_loss:-0.061491241306066514,dist_entropy:0.1243557502826055,actor_grad_norm:1.5221399068832397,critic_grad_norm:0.12368746101856232,ratio:0.9949814677238464,average_step_rewards:-0.574999988079071
episode:240,Updates:240/250,Timesteps:48200/50000,FPS:136.0,avg_sp:-1.65,value_loss:0.22594342132409415,policy_loss:0.022192191953460377,dist_entropy:0.12055241167545319,actor_grad_norm:4.561329364776611,critic_grad_norm:1.5225398540496826,ratio:0.9978840351104736,average_step_rewards:-0.6175000071525574
episode:241,Updates:241/250,Timesteps:48400/50000,FPS:136.0,avg_sp:-1.2,value_loss:0.06364505067467689,policy_loss:0.005995956854894758,dist_entropy:0.1525357147057851,actor_grad_norm:0.9256547093391418,critic_grad_norm:0.6904057860374451,ratio:0.9977300763130188,average_step_rewards:-0.44749999046325684
episode:242,Updates:242/250,Timesteps:48600/50000,FPS:136.0,avg_sp:-1.17,value_loss:0.014559377419451873,policy_loss:-0.05030440265933673,dist_entropy:0.11769141008456548,actor_grad_norm:1.2984484434127808,critic_grad_norm:0.3709375262260437,ratio:0.9981487989425659,average_step_rewards:-0.4300000071525574
episode:243,Updates:243/250,Timesteps:48800/50000,FPS:136.0,avg_sp:-1.58,value_loss:0.01015413124114275,policy_loss:-0.06622923662265141,dist_entropy:0.12753287156422932,actor_grad_norm:1.0634872913360596,critic_grad_norm:0.1846536099910736,ratio:0.9936829805374146,average_step_rewards:-0.7649999856948853
episode:244,Updates:244/250,Timesteps:49000/50000,FPS:136.0,avg_sp:-1.54,value_loss:0.2265470842520396,policy_loss:0.025043156991402308,dist_entropy:0.11829452415307364,actor_grad_norm:1.614565134048462,critic_grad_norm:1.5141569375991821,ratio:0.9923884868621826,average_step_rewards:-0.6025000214576721
episode:245,Updates:245/250,Timesteps:49200/50000,FPS:136.0,avg_sp:-1.16,value_loss:0.014400071278214455,policy_loss:-0.03252696146567662,dist_entropy:0.13287230630715688,actor_grad_norm:1.1252501010894775,critic_grad_norm:0.8469976186752319,ratio:1.0009753704071045,average_step_rewards:-0.4325000047683716
episode:246,Updates:246/250,Timesteps:49400/50000,FPS:136.0,avg_sp:-1.5,value_loss:0.007198631421973308,policy_loss:-0.07211320102214813,dist_entropy:0.11138464013735454,actor_grad_norm:0.7194340825080872,critic_grad_norm:0.39641955494880676,ratio:1.0013660192489624,average_step_rewards:-0.7074999809265137
episode:247,Updates:247/250,Timesteps:49600/50000,FPS:136.0,avg_sp:-1.38,value_loss:0.2369349698225657,policy_loss:0.025177930047114692,dist_entropy:0.11759369919697443,actor_grad_norm:4.300948619842529,critic_grad_norm:1.152565360069275,ratio:0.9971759915351868,average_step_rewards:-0.5425000190734863
episode:248,Updates:248/250,Timesteps:49800/50000,FPS:136.0,avg_sp:-1.34,value_loss:0.01565499057372411,policy_loss:-0.054134271542231244,dist_entropy:0.13260818521181741,actor_grad_norm:1.6091278791427612,critic_grad_norm:0.5599068999290466,ratio:0.9934790134429932,average_step_rewards:-0.49000000953674316
episode:249,Updates:249/250,Timesteps:50000/50000,FPS:136.0,avg_sp:-1.29,value_loss:0.009871146207054456,policy_loss:-0.029200622563560805,dist_entropy:0.11577772994836172,actor_grad_norm:0.7271020412445068,critic_grad_norm:0.22813698649406433,ratio:0.9968993663787842,average_step_rewards:-0.4950000047683716
